User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1001325,P00085042,M,26-35,1,B,1,1,5,6,,8696
1001327,P00010742,M,0-17,10,B,0,0,1,8,17,18997
1001328,P00113142,M,36-45,14,A,1,0,1,5,12,15524
1001329,P00305342,M,18-25,14,B,3,0,5,,,5261
1001331,P00188542,M,46-50,0,C,4+,1,5,8,14,6934
1001333,P00223542,M,26-35,17,A,4+,0,1,8,17,11406
1001333,P00191342,M,26-35,17,A,4+,0,2,4,9,6555
1001335,P00177842,M,36-45,0,C,1,0,8,,,5976
1001337,P00210342,M,55+,17,C,1,1,3,4,,5279
1001337,P00074142,M,55+,17,C,1,1,3,4,12,5594
1001338,P00332242,M,26-35,0,A,3,1,1,16,,15902
1001339,P00058442,M,36-45,18,C,2,0,5,14,,6953
1001340,P00218142,M,26-35,7,A,2,0,1,2,,3830
1001340,P00197342,M,26-35,7,A,2,0,1,2,,4195
1001343,P00274042,M,36-45,14,B,3,0,1,,,15903
1001348,P0096542,F,0-17,10,A,3,0,3,4,12,8167
1001354,P00117942,F,26-35,2,B,3,0,5,15,,5412
1001356,P00179342,F,18-25,4,B,2,0,11,,,4514
1001356,P00270942,F,18-25,4,B,2,0,1,2,15,11610
1001356,P00022942,F,18-25,4,B,2,0,5,8,,8600
1001358,P00018042,M,36-45,17,C,1,1,15,16,,12784
1001358,P00274442,M,36-45,17,C,1,1,1,18,,15364
1001360,P00065042,M,26-35,20,C,1,1,5,15,,5360
1001361,P00069542,F,26-35,0,A,1,0,5,,,7115
1001366,P00337642,M,0-17,10,C,0,0,3,4,,7943
1001366,P00025442,M,0-17,10,C,0,0,1,2,9,11720
1001367,P00270942,M,26-35,12,C,1,0,1,2,15,15195
1001369,P00154642,M,26-35,5,B,1,1,8,,,10074
1001377,P00259242,M,36-45,16,B,3,1,5,,,5374
1001377,P00303242,M,36-45,16,B,3,1,5,8,,7034
1001377,P00134942,M,36-45,16,B,3,1,5,14,,5182
1001377,P00040242,M,36-45,16,B,3,1,5,16,,3712
1001378,P00117842,F,46-50,7,C,3,1,5,13,16,8626
1001379,P00278642,F,55+,13,C,2,1,5,,,6920
1001380,P00241642,M,0-17,10,C,0,0,1,2,11,11538
1001383,P00101842,F,26-35,7,A,1,0,6,16,,12052
1001383,P00100742,F,26-35,7,A,1,0,5,17,,5175
1001383,P00044142,F,26-35,7,A,1,0,8,16,,7885
1001387,P00270942,F,51-55,13,B,1,1,1,2,15,11555
1001388,P00370242,M,55+,20,C,2,1,5,,,8861
1001389,P00010942,M,26-35,17,B,4+,1,1,2,6,11716
1001389,P00327842,M,26-35,17,B,4+,1,8,16,,5981
1001390,P00110842,M,36-45,16,C,3,1,1,2,5,19224
1001399,P00028042,M,18-25,17,C,1,0,1,16,,15499
1001405,P00123742,M,55+,13,C,1,1,11,,,6044
1001407,P00053842,F,36-45,15,A,1,1,4,5,12,3515
1001407,P00058042,F,36-45,15,A,1,1,8,16,,9814
1001414,P00080642,M,18-25,4,C,4+,0,1,16,,19548
1001414,P00070342,M,18-25,4,C,4+,0,1,2,14,11391
1001418,P00111142,M,18-25,4,A,1,1,1,15,16,11578
1001420,P00112142,M,18-25,4,C,3,0,1,2,14,19542
1001421,P00370342,F,0-17,10,A,1,0,8,,,9777
1001423,P00265842,M,26-35,4,C,2,1,5,,,3765
1001424,P00250642,M,36-45,0,C,2,1,11,,,5891
1001425,P00200642,M,0-17,10,B,1,0,10,16,,23047
1001425,P00034742,M,0-17,10,B,1,0,5,14,17,3540
1001425,P00035742,M,0-17,10,B,1,0,11,,,6030
1001425,P00307542,M,0-17,10,B,1,0,1,15,,15504
1001430,P00259442,M,18-25,4,B,2,1,5,,,3636
1001430,P00263142,M,18-25,4,B,2,1,5,,,5162
1001430,P00120042,M,18-25,4,B,2,1,1,2,,15188
1001433,P00102942,F,18-25,14,C,1,0,1,14,,11473
1001434,P00122442,F,0-17,10,A,0,0,1,11,15,15810
1001434,P00221542,F,0-17,10,A,0,0,5,15,,1811
1001434,P00237142,F,0-17,10,A,0,0,5,,,5301
1001435,P00178642,M,26-35,14,A,4+,0,5,15,,5398
1001435,P00327742,M,26-35,14,A,4+,0,8,,,8105
1001437,P00153842,M,51-55,3,C,4+,0,8,14,16,8139
1001446,P00148642,M,36-45,12,B,4+,1,6,10,13,20098
1001447,P00208842,M,18-25,4,A,0,0,11,16,,1698
1001447,P00182342,M,18-25,4,A,0,0,1,5,6,11633
1001447,P00003442,M,18-25,4,A,0,0,4,5,8,2746
1001447,P00143342,M,18-25,4,A,0,0,1,14,16,7759
1001447,P00253142,M,18-25,4,A,0,0,1,2,5,7770
1001447,P00296042,M,18-25,4,A,0,0,8,13,16,8079
1001448,P00085242,F,26-35,3,A,1,0,8,14,17,6165
1001448,P0099442,F,26-35,3,A,1,0,6,8,,20405
1001448,P00346242,F,26-35,3,A,1,0,1,15,,15684
1001448,P00000942,F,26-35,3,A,1,0,1,,,7703
1001448,P00325242,F,26-35,3,A,1,0,16,,,12327
1001449,P00354442,M,36-45,20,A,1,1,5,,,5156
1001449,P00219942,M,36-45,20,A,1,1,6,16,,16262
1001449,P00219542,M,36-45,20,A,1,1,5,6,,5315
1001449,P00190042,M,36-45,20,A,1,1,3,4,5,8383
1001450,P00353142,M,18-25,4,B,2,1,5,,,3550
1001451,P00057642,M,36-45,20,B,0,0,1,15,16,19708
1001456,P00182142,M,26-35,2,C,1,0,1,5,6,18961
1001457,P00053842,M,26-35,1,B,1,1,4,5,12,2871
1001457,P00323942,M,26-35,1,B,1,1,8,15,,9939
1001457,P00190042,M,26-35,1,B,1,1,3,4,5,13342
1001457,P00321742,M,26-35,1,B,1,1,5,8,17,6943
1001465,P00341342,M,51-55,16,B,4+,1,1,8,17,15601
1001465,P00090542,M,51-55,16,B,4+,1,16,,,16887
1001466,P00229742,M,18-25,4,C,3,1,1,16,,18975
1001468,P00127942,M,0-17,14,B,1,0,1,2,5,15707
1001470,P00053142,M,18-25,4,A,1,1,1,,,4392
1001473,P00217542,M,26-35,14,B,0,0,1,2,11,11919
1001477,P00324642,F,46-50,1,C,2,0,8,,,6184
1001479,P00086342,F,51-55,2,B,1,0,8,,,10071
1001484,P00139942,M,26-35,12,C,1,0,5,,,7006
1001489,P00150742,F,36-45,2,A,2,1,8,14,,4079
1001489,P00322542,F,36-45,2,A,2,1,8,,,2319
1001490,P00046742,M,51-55,7,B,4+,1,1,2,15,19251
1001491,P00225042,M,18-25,4,B,1,0,8,,,7962
1001496,P00068942,M,26-35,17,A,2,0,5,,,7111
1001497,P00251942,M,51-55,5,C,1,1,1,2,5,7904
1001498,P00174842,M,18-25,4,A,2,0,17,,,10536
1001499,P00146742,M,0-17,10,C,1,0,1,13,14,15852
1001501,P00185842,M,26-35,11,A,3,0,4,5,15,2063
1001501,P00313542,M,26-35,11,A,3,0,5,8,,5465
1001503,P00285742,M,26-35,12,A,2,0,8,,,5927
1001503,P00196442,M,26-35,12,A,2,0,5,,,5432
1001507,P00329442,M,36-45,17,C,0,0,5,8,,6980
1001513,P00057742,F,36-45,16,C,4+,1,2,8,18,13066
1001513,P00100642,F,36-45,16,C,4+,1,5,15,,6868
1001516,P00217742,F,26-35,12,B,1,0,5,14,,5270
1001516,P00297042,F,26-35,12,B,1,0,8,,,4001
1001524,P00268442,M,18-25,4,B,1,0,8,17,,9754
1001530,P00110742,M,26-35,4,A,1,1,1,2,8,19644
1001530,P00114042,M,26-35,4,A,1,1,5,14,,8777
1001530,P00151242,M,26-35,4,A,1,1,5,8,16,3565
1001535,P00051242,F,18-25,20,C,3,0,8,,,2060
1001542,P00034042,M,18-25,17,C,4+,0,1,2,16,15430
1001544,P00358342,M,26-35,12,B,2,0,11,15,16,4470
1001546,P00351142,M,26-35,4,A,4+,1,1,8,17,11854
1001547,P00114942,M,55+,13,A,4+,1,1,15,16,15636
1001552,P00092442,M,46-50,20,B,1,1,2,4,,15924
1001552,P00109742,M,46-50,20,B,1,1,8,,,9946
1001555,P00073642,F,18-25,0,B,0,1,8,,,10027
1001556,P00328142,M,18-25,4,A,3,1,8,16,,7888
1001557,P00326742,F,18-25,4,C,1,0,11,,,7364
1001560,P00196742,F,26-35,3,B,2,0,8,,,4183
1001560,P00030642,F,26-35,3,B,2,0,8,,,10041
1001560,P0097342,F,26-35,3,B,2,0,1,15,16,11379
1001560,P00194542,F,26-35,3,B,2,0,8,14,,2107
1001561,P00213242,F,18-25,4,C,2,0,5,8,,8647
1001567,P00119342,M,26-35,12,B,1,0,10,13,,18934
1001567,P00140742,M,26-35,12,B,1,0,1,15,,19377
1001574,P00197042,M,26-35,6,C,1,1,5,,,6888
1001577,P00032842,M,55+,0,C,1,1,8,,,10009
1001577,P00177742,M,55+,0,C,1,1,8,,,7876
1001583,P00295942,M,36-45,6,B,0,0,2,5,15,13234
1001587,P00002542,F,26-35,3,B,3,0,8,14,,3892
1001587,P00078142,F,26-35,3,B,3,0,8,16,,6113
1001587,P00148342,F,26-35,3,B,3,0,5,,,5352
1001591,P00188442,M,51-55,7,C,1,1,5,7,,8855
1001592,P00265142,M,36-45,7,B,4+,1,3,12,,10730
1001593,P00057642,M,26-35,16,C,1,1,1,15,16,15868
1001594,P00035542,F,36-45,20,B,1,0,3,4,12,7969
1001595,P00057642,M,36-45,1,C,3,0,1,15,16,19279
1001597,P00238342,M,26-35,12,B,1,1,8,,,9928
1001600,P00208342,M,36-45,7,B,1,1,1,16,,15838
1001600,P00119142,M,36-45,7,B,1,1,3,4,12,13345
1001605,P0094342,F,18-25,0,B,1,0,4,5,18,1479
1001607,P00260042,M,46-50,1,A,2,1,5,8,,5346
1001607,P00091842,M,46-50,1,A,2,1,8,,,4248
1001609,P00223942,F,36-45,9,B,3,0,5,8,,3570
1001609,P00004842,F,36-45,9,B,3,0,3,4,12,5772
1001611,P00298742,M,26-35,0,B,1,0,14,,,10946
1001613,P00212942,M,18-25,20,A,1,0,5,,,5253
1001613,P00046942,M,18-25,20,A,1,0,16,,,12345
1001613,P00323642,M,18-25,20,A,1,0,8,,,9887
1001618,P00089542,M,51-55,0,C,4+,1,5,,,3722
1001618,P00112442,M,51-55,0,C,4+,1,6,8,,16187
1001622,P00111942,M,18-25,4,B,0,0,8,17,,9836
1001626,P00073942,M,18-25,4,B,0,1,8,,,5927
1001628,P00111142,M,18-25,20,B,1,0,1,15,16,19442
1001628,P00355142,M,18-25,20,B,1,0,1,15,,15305
1001628,P00050142,M,18-25,20,B,1,0,5,,,7138
1001628,P00025942,M,18-25,20,B,1,0,8,14,,7856
1001632,P00087442,M,26-35,16,B,1,0,5,,,3431
1001634,P00274642,F,55+,0,C,4+,0,4,5,,2125
1001634,P00165442,F,55+,0,C,4+,0,1,15,16,8066
1001635,P00313542,M,26-35,0,B,1,0,5,8,,8705
1001635,P00145942,M,26-35,0,B,1,0,6,8,13,12599
1001636,P00213242,F,26-35,19,C,0,0,5,8,,6859
1001639,P00044142,M,26-35,17,B,1,0,8,16,,7940
1001639,P00042142,M,26-35,17,B,1,0,1,2,6,15671
1001639,P00123742,M,26-35,17,B,1,0,11,,,4506
1001639,P00199442,M,26-35,17,B,1,0,5,9,,5480
1001641,P00073842,M,26-35,0,C,4+,0,1,15,17,15752
1001641,P00129542,M,26-35,0,C,4+,0,8,14,,7828
1001642,P00319942,M,51-55,13,C,1,0,1,8,,15357
1001647,P00191442,M,18-25,18,B,0,0,1,2,15,7735
1001647,P00352642,M,18-25,18,B,0,0,1,17,,11970
1001647,P00078242,M,18-25,18,B,0,0,5,,,1910
1001657,P00085742,F,46-50,0,B,1,1,4,8,,3452
1001667,P00127542,M,51-55,16,B,4+,0,1,2,15,11917
1001671,P00022442,M,36-45,0,B,2,0,8,16,,7976
1001671,P00067642,M,36-45,0,B,2,0,5,,,7025
1001673,P00211542,M,0-17,10,C,1,0,5,,,6897
1001674,P00000142,M,36-45,2,C,3,0,3,4,5,10769
1001675,P00182642,F,26-35,6,B,1,1,2,4,9,10132
1001675,P00182342,F,26-35,6,B,1,1,1,5,6,11894
1001675,P0096642,F,26-35,6,B,1,1,2,3,4,12884
1001676,P00345542,M,18-25,4,B,4+,0,5,11,15,7111
1001676,P00259442,M,18-25,4,B,4+,0,5,,,3435
1001680,P00233142,M,26-35,20,A,3,1,1,11,15,11530
1001680,P00170442,M,26-35,20,A,3,1,5,,,7084
1001680,P00016642,M,26-35,20,A,3,1,5,,,6971
1001680,P00266042,M,26-35,20,A,3,1,8,,,8063
1001680,P00074142,M,26-35,20,A,3,1,3,4,12,8390
1001680,P00302442,M,26-35,20,A,3,1,5,6,,7176
1001680,P0095442,M,26-35,20,A,3,1,4,5,13,2747
1001682,P00110842,M,26-35,2,A,3,1,1,2,5,11763
1001685,P00001742,M,36-45,12,B,1,0,8,14,,7859
1001687,P00118742,M,26-35,3,A,1,0,5,11,,7073
1001694,P00155442,M,26-35,12,B,3,1,1,11,15,12019
1001694,P00120342,M,26-35,12,B,3,1,5,17,,8832
1001696,P00110842,M,36-45,7,C,1,0,1,2,5,15482
1001696,P00136842,M,36-45,7,C,1,0,1,8,16,15323
1001696,P00028442,M,36-45,7,C,1,0,1,8,16,11595
1001696,P00233042,M,36-45,7,C,1,0,1,8,,7603
1001697,P00049542,F,18-25,4,B,3,0,8,,,9931
1001701,P00354442,F,26-35,4,B,1,0,5,,,5372
1001701,P00343042,F,26-35,4,B,1,0,5,18,,3668
1001714,P00050342,M,26-35,17,C,0,1,5,8,17,3742
1001716,P00187942,M,26-35,0,B,0,0,4,8,,2824
1001716,P00183242,M,26-35,0,B,0,0,5,15,,7086
1001717,P00102342,F,51-55,6,B,1,0,8,14,17,7919
1001725,P00286642,M,18-25,19,C,4+,1,11,14,,7483
1001726,P00309142,M,26-35,2,B,1,1,1,16,,7700
1001727,P00128942,M,36-45,16,B,2,1,1,11,,19685
1001727,P00238642,M,36-45,16,B,2,1,1,5,,15169
1001727,P00158542,M,36-45,16,B,2,1,5,6,13,6868
1001729,P00365142,M,26-35,7,B,0,1,6,16,,8289
1001733,P00007542,M,18-25,14,B,0,1,15,16,,12735
1001733,P00276942,M,18-25,14,B,0,1,8,,,5853
1001737,P00346242,M,36-45,20,B,3,0,1,15,,11776
1001741,P00144342,M,36-45,7,A,4+,1,15,,,17046
1001741,P00361842,M,36-45,7,A,4+,1,15,16,,20880
1001741,P00288942,M,36-45,7,A,4+,1,1,2,5,15587
1001747,P00249542,M,26-35,0,C,2,1,1,5,15,3965
1001748,P00117542,M,51-55,1,A,1,1,18,,,2376
1001752,P00050242,M,26-35,3,B,1,0,8,,,9856
1001752,P00221442,M,26-35,3,B,1,0,1,2,5,19432
1001752,P00177542,M,26-35,3,B,1,0,1,8,,19654
1001752,P00205942,M,26-35,3,B,1,0,5,8,14,6919
1001753,P00307642,M,36-45,6,B,3,0,5,6,,6892
1001753,P00042142,M,36-45,6,B,3,0,1,2,6,7992
1001753,P00346442,M,36-45,6,B,3,0,1,2,14,7804
1001753,P00029842,M,36-45,6,B,3,0,8,,,9901
1001754,P00366542,M,18-25,19,C,3,0,5,,,3748
1001755,P00103542,F,18-25,4,B,4+,0,5,,,3755
1001755,P00124242,F,18-25,4,B,4+,0,11,14,,6049
1001756,P00330242,F,26-35,1,B,2,1,5,,,5193
1001757,P00128242,M,26-35,4,B,4+,0,5,12,14,8793
1001758,P00161442,F,26-35,0,B,1,0,5,14,,7184
1001758,P00046042,F,26-35,0,B,1,0,5,17,,1846
1001758,P00044142,F,26-35,0,B,1,0,8,16,,5849
1001758,P00005642,F,26-35,0,B,1,0,8,,,7877
1001759,P00268542,M,26-35,16,C,0,1,5,,,1951
1001761,P00003242,M,36-45,0,C,2,0,8,15,,4194
1001762,P00295742,M,26-35,14,B,2,1,8,,,4074
1001764,P00179642,M,18-25,0,B,1,0,11,,,5950
1001764,P00214642,M,18-25,0,B,1,0,11,13,16,6009
1001764,P00042942,M,18-25,0,B,1,0,1,15,,18956
1001764,P00192042,M,18-25,0,B,1,0,5,9,14,7062
1001764,P00303542,M,18-25,0,B,1,0,5,,,7164
1001767,P00028842,M,26-35,20,C,1,0,6,8,,16689
1001769,P00229742,M,26-35,17,C,0,1,1,16,,15808
1001770,P00227642,M,36-45,16,C,1,0,1,5,14,11656
1001772,P00265242,M,55+,2,C,1,0,5,8,,8905
1001775,P00080342,M,26-35,4,C,3,1,1,6,8,19382
1001776,P00251342,M,26-35,0,B,4+,1,5,11,,5153
1001776,P00218942,M,26-35,0,B,4+,1,5,,,5197
1001776,P00351342,M,26-35,0,B,4+,1,1,2,16,11680
1001780,P00284742,M,36-45,1,B,0,0,5,12,,5168
1001780,P00132542,M,36-45,1,B,0,0,8,,,4062
1001781,P00006942,F,36-45,0,C,2,0,1,5,6,19630
1001785,P00296142,M,18-25,4,B,2,0,5,,,3435
1001787,P00250242,M,18-25,8,A,4+,0,5,,,7110
1001790,P00051442,M,26-35,0,C,1,0,8,17,,6203
1001790,P00251242,M,26-35,0,C,1,0,5,11,,8669
1001793,P00143342,M,26-35,4,B,1,0,1,14,16,4352
1001799,P00004542,M,36-45,11,B,4+,1,5,8,,5410
1001803,P00326742,M,26-35,2,B,1,0,11,,,6070
1001805,P00126142,M,18-25,4,C,0,0,8,16,,9993
1001805,P00100442,M,18-25,4,C,0,0,2,4,5,12794
1001806,P00005042,M,18-25,4,B,1,0,6,16,,19972
1001812,P00120842,F,26-35,12,A,4+,1,8,17,,9773
1001812,P00324642,F,26-35,12,A,4+,1,8,,,6172
1001812,P00034742,F,26-35,12,A,4+,1,5,14,17,7188
1001812,P00129142,F,26-35,12,A,4+,1,1,11,,4359
1001820,P00251842,M,26-35,20,B,1,1,1,15,16,8028
1001820,P00270842,M,26-35,20,B,1,1,5,,,6922
1001824,P00179442,F,18-25,4,C,2,0,11,,,1586
1001825,P00044142,M,26-35,7,C,4+,1,8,16,,8050
1001828,P00351042,M,18-25,4,B,1,0,5,,,6882
1001829,P00294542,M,26-35,16,C,2,1,8,,,4097
1001831,P00296042,M,18-25,4,B,4+,0,8,13,16,7816
1001833,P00041542,M,18-25,17,B,2,0,8,,,7924
1001835,P00315542,M,26-35,19,B,3,0,5,,,7108
1001835,P00318742,M,26-35,19,B,3,0,1,8,,19173
1001835,P00036342,M,26-35,19,B,3,0,5,8,,7164
1001836,P00174442,M,26-35,0,A,4+,0,5,,,8693
1001837,P00182442,M,26-35,2,B,1,0,5,11,,5279
1001837,P00153742,M,26-35,2,B,1,0,8,,,7953
1001842,P00271142,M,18-25,4,B,1,0,5,,,7044
1001842,P00057642,M,18-25,4,B,1,0,1,15,16,15314
1001842,P00067942,M,18-25,4,B,1,0,5,14,,7108
1001842,P00117242,M,18-25,4,B,1,0,8,17,,10001
1001842,P00006142,M,18-25,4,B,1,0,8,,,7787
1001845,P00136542,M,26-35,2,B,3,1,5,8,,3487
1001845,P00029942,M,26-35,2,B,3,1,8,,,9907
1001847,P00257142,M,18-25,4,C,2,0,8,,,9926
1001851,P00058042,M,26-35,19,B,4+,1,8,16,,5901
1001853,P00074342,M,51-55,0,B,1,1,5,,,7192
1001854,P00352142,M,26-35,0,C,2,0,1,6,16,12005
1001858,P00000142,F,18-25,4,B,0,0,3,4,5,13293
1001860,P00306242,M,55+,16,C,1,0,3,4,,8281
1001860,P00051642,M,55+,16,C,1,0,8,,,5909
1001861,P00368642,M,51-55,16,A,1,1,11,15,,3100
1001861,P00129042,M,51-55,16,A,1,1,1,11,,7977
1001865,P00053042,F,18-25,1,B,2,0,5,14,16,5402
1001865,P00057442,F,18-25,1,B,2,0,5,14,16,7045
1001871,P00277642,F,46-50,1,C,1,1,2,3,10,9777
1001873,P00170342,M,36-45,7,B,2,0,1,15,,11465
1001877,P00195542,F,46-50,20,B,2,1,2,12,,9808
1001880,P00004242,M,36-45,0,B,3,1,1,6,8,11951
1001880,P00346642,M,36-45,0,B,3,1,8,,,7869
1001882,P00118542,M,36-45,16,C,4+,0,5,8,,7190
1001883,P00101242,F,51-55,0,B,1,1,5,12,,3592
1001883,P00130742,F,51-55,0,B,1,1,1,14,17,8235
1001884,P00112042,M,46-50,20,B,1,1,18,,,3013
1001884,P00315442,M,46-50,20,B,1,1,1,,,15583
1001884,P00175042,M,46-50,20,B,1,1,8,,,8014
1001889,P00076042,M,18-25,14,B,2,0,8,,,7912
1001889,P00001042,M,18-25,14,B,2,0,1,2,16,15243
1001889,P00075742,M,18-25,14,B,2,0,8,14,,8019
1001889,P00279442,M,18-25,14,B,2,0,16,,,8320
1001891,P00025442,M,46-50,1,C,3,1,1,2,9,15507
1001891,P00223742,M,46-50,1,C,3,1,2,4,8,6858
1001894,P00154442,F,36-45,7,B,0,1,8,14,,6020
1001896,P00121242,M,55+,13,C,4+,1,2,,,13232
1001897,P00291342,F,51-55,2,A,1,1,8,,,8063
1001897,P00032542,F,51-55,2,A,1,1,8,,,9907
1001897,P00111542,F,51-55,2,A,1,1,2,17,,12899
1001899,P00126542,F,46-50,6,A,1,1,8,,,7846
1001900,P00251942,M,55+,12,A,3,1,1,2,5,12037
1001904,P00225842,M,18-25,1,B,4+,0,2,4,15,6855
1001904,P00241542,M,18-25,1,B,4+,0,1,6,,11798
1001909,P00209842,M,18-25,4,C,2,1,5,8,,6924
1001912,P00152742,M,26-35,4,A,1,1,5,,,2020
1001912,P00114942,M,26-35,4,A,1,1,1,15,16,15387
1001912,P00165142,M,26-35,4,A,1,1,5,7,,3589
1001916,P00286842,M,46-50,7,B,0,0,5,8,,8598
1001916,P00053642,M,46-50,7,B,0,0,7,,,16390
1001920,P00100842,F,36-45,7,B,1,0,5,,,7061
1001920,P00304642,F,36-45,7,B,1,0,2,14,15,9567
1001920,P00153642,F,36-45,7,B,1,0,8,,,5935
1001922,P00046742,F,26-35,7,B,4+,0,1,2,15,15439
1001922,P00187442,F,26-35,7,B,4+,0,2,4,5,9947
1001922,P00154842,F,26-35,7,B,4+,0,14,,,11210
1001922,P00327242,F,26-35,7,B,4+,0,5,8,,7041
1001925,P00312742,M,51-55,7,B,1,0,15,,,8464
1001926,P0095542,F,0-17,0,B,1,0,2,4,9,12950
1001926,P00185842,F,0-17,0,B,1,0,4,5,15,1414
1001932,P00058042,M,26-35,7,A,4+,0,8,16,,8089
1001937,P00233542,M,26-35,11,C,4+,0,1,15,,11745
1001938,P00353442,F,26-35,2,C,1,1,3,4,12,10557
1001939,P00364842,F,36-45,2,C,3,0,5,16,,3592
1001941,P00005042,M,36-45,17,A,1,0,6,16,,19951
1001941,P00200342,M,36-45,17,A,1,0,16,,,20709
1001941,P00135142,M,36-45,17,A,1,0,13,16,,757
1001941,P00147742,M,36-45,17,A,1,0,1,16,,15689
1001941,P00218642,M,36-45,17,A,1,0,5,,,5156
1001941,P00283542,M,36-45,17,A,1,0,5,,,5479
1001941,P00326642,M,36-45,17,A,1,0,8,,,7849
1001943,P00277642,M,18-25,4,B,0,0,2,3,10,16242
1001945,P00361842,M,26-35,20,C,3,1,15,16,,8313
1001947,P00120242,M,26-35,7,B,4+,1,8,,,8024
1001947,P00156042,M,26-35,7,B,4+,1,8,,,6013
1001947,P00270942,M,26-35,7,B,4+,1,1,2,15,15428
1001956,P00074642,M,36-45,0,C,1,1,5,9,14,3587
1001958,P00062842,F,26-35,1,B,3,0,1,2,13,15833
1001958,P00000442,F,26-35,1,B,3,0,5,8,,5281
1001960,P00121642,M,46-50,7,B,3,1,5,14,,8795
1001962,P00074342,F,18-25,1,B,0,1,5,,,5463
1001969,P0096942,F,26-35,3,B,4+,0,3,4,,10779
1001969,P00075642,F,26-35,3,B,4+,0,4,5,,2150
1001974,P00127442,M,36-45,17,B,1,0,1,2,15,7906
1001980,P00190842,M,36-45,7,A,1,0,2,5,12,6689
1001980,P00100642,M,36-45,7,A,1,0,5,15,,7061
1001980,P00069542,M,36-45,7,A,1,0,5,,,5195
1001980,P00327542,M,36-45,7,A,1,0,5,,,7049
1001980,P00216942,M,36-45,7,A,1,0,5,,,7157
1001980,P00230542,M,36-45,7,A,1,0,5,15,,3549
1001981,P00084842,M,55+,1,C,2,1,8,16,,10016
1001981,P00226342,M,55+,1,C,2,1,11,15,,1580
1001982,P00053042,M,0-17,10,C,4+,0,5,14,16,5267
1001983,P00277942,M,26-35,14,A,3,0,1,,,15690
1001983,P0098342,M,26-35,14,A,3,0,1,2,,19467
1001983,P00199442,M,26-35,14,A,3,0,5,9,,6860
1001984,P00351142,M,18-25,10,B,2,1,1,8,17,15849
1001984,P00113342,M,18-25,10,B,2,1,1,8,17,11946
1001987,P00110942,M,26-35,17,C,3,0,1,2,,15205
1001988,P00212942,F,26-35,1,B,2,0,5,,,6903
1001988,P00049642,F,26-35,1,B,2,0,8,14,,7957
1001988,P00111742,F,26-35,1,B,2,0,15,,,21110
1001988,P00050242,F,26-35,1,B,2,0,8,,,7807
1001988,P00344542,F,26-35,1,B,2,0,16,,,8400
1001989,P00110842,M,51-55,6,C,1,0,1,2,5,19091
1001990,P00119642,M,26-35,7,C,2,1,1,2,8,19610
1001996,P00127742,M,36-45,0,C,3,0,1,2,15,15303
1001998,P00322042,F,51-55,9,B,2,1,5,8,,6965
1002002,P00271142,F,55+,13,C,2,1,5,,,5204
1002008,P00100842,M,26-35,3,C,0,0,5,,,3502
1002010,P00142142,M,18-25,4,B,0,0,1,2,15,8087
1002010,P00112542,M,18-25,4,B,0,0,1,11,15,15678
1002010,P00143942,M,18-25,4,B,0,0,5,16,,1849
1002010,P00078242,M,18-25,4,B,0,0,5,,,1932
1002010,P00279442,M,18-25,4,B,0,0,16,,,12227
1002012,P00287242,M,26-35,4,B,3,1,5,,,5381
1002012,P00227842,M,26-35,4,B,3,1,2,5,,10077
1002012,P0094842,M,26-35,4,B,3,1,4,8,,2171
1002015,P00216142,M,18-25,4,B,4+,0,1,16,,7752
1002015,P00161942,M,18-25,4,B,4+,0,5,8,,8738
1002018,P00210942,M,36-45,16,B,1,0,5,12,,8685
1002020,P00198742,M,26-35,7,B,0,1,1,2,11,11598
1002020,P00016542,M,26-35,7,B,0,1,1,6,16,11748
1002021,P00057642,M,26-35,0,C,1,0,1,15,16,19367
1002023,P00251942,M,18-25,4,B,2,1,1,2,5,15838
1002029,P00313042,F,26-35,12,A,0,0,5,14,,6908
1002029,P00366542,F,26-35,12,A,0,0,5,,,8674
1002030,P00052842,M,26-35,4,B,1,0,10,15,,23883
1002030,P0096842,M,26-35,4,B,1,0,3,4,12,10580
1002030,P00325742,M,26-35,4,B,1,0,2,9,,9957
1002030,P00244242,M,26-35,4,B,1,0,1,2,15,4153
1002035,P00036142,F,18-25,0,C,1,0,5,,,6981
1002036,P00119742,F,26-35,14,B,1,0,5,8,12,7193
1002043,P00249742,M,26-35,14,C,1,1,1,15,18,4496
1002047,P00165742,M,0-17,10,B,1,0,8,16,,9952
1002050,P00250642,F,36-45,3,C,2,0,11,,,6133
1002051,P00237542,M,36-45,7,C,2,0,1,15,16,15350
1002052,P00021742,M,0-17,10,C,0,0,5,,,6951
1002052,P00234742,M,0-17,10,C,0,0,8,,,7758
1002059,P00338042,M,36-45,0,B,3,0,5,,,8655
1002063,P00008842,M,26-35,4,A,3,0,1,16,,4229
1002063,P00248142,M,26-35,4,A,3,0,5,,,5183
1002063,P00042342,M,26-35,4,A,3,0,8,16,,8088
1002064,P00091842,M,36-45,1,C,1,0,8,,,9817
1002064,P00298142,M,36-45,1,C,1,0,5,8,,8789
1002064,P00053042,M,36-45,1,C,1,0,5,14,16,3576
1002066,P00127442,F,26-35,6,B,2,1,1,2,15,15629
1002071,P00119742,M,46-50,7,C,1,1,5,8,12,7028
1002073,P00323742,F,18-25,4,B,4+,0,8,,,9890
